height,miner,signal
683938,F2Pool,True
683939,1THash,True
683940,Huobi Pool,True
683941,Poolin,True
683942,Poolin,True
683943,Poolin,True
683944,Foundry USA,True
683945,BTC.TOP,True
683946,AntPool,True
683947,F2Pool,True
683948,ViaBTC,True
683949,Foundry USA,True
683950,BTC.com,False
683951,Binance Pool,False
683952,Foundry USA,True
683953,BTC.com,True
683954,Poolin,True
683955,Binance Pool,False
683956,Huobi Pool,True
683957,F2Pool,True
683958,ViaBTC,True
683959,F2Pool,True
683960,ViaBTC,True
683961,F2Pool,True
683962,SlushPool,True
683963,F2Pool,True
683964,F2Pool,True
683965,ViaBTC,True
683966,Poolin,True
683967,Poolin,True
683968,BTC.com,False
683969,1THash,True
683970,Binance Pool,False
683971,ViaBTC,True
683972,Poolin,True
683973,Huobi Pool,True
683974,OKExPool,False
683975,F2Pool,True
683976,1THash,True
683977,ViaBTC,True
683978,F2Pool,True
683979,BTC.com,False
683980,F2Pool,True
683981,F2Pool,True
683982,BTC.com,False
683983,Poolin,True
683984,SpiderPool,False
683985,Binance Pool,False
683986,AntPool,True
683987,F2Pool,True
683988,F2Pool,True
683989,F2Pool,True
683990,AntPool,True
683991,F2Pool,True
683992,Binance Pool,False
683993,Poolin,True
683994,Foundry USA,True
683995,ViaBTC,True
683996,Poolin,True
683997,Poolin,True
683998,F2Pool,True
683999,AntPool,True
684000,AntPool,True
684001,ViaBTC,True
684002,AntPool,True
684003,Huobi Pool,True
684004,F2Pool,True
684005,AntPool,True
684006,Huobi Pool,True
684007,F2Pool,True
684008,Binance Pool,False
684009,Poolin,True
684010,F2Pool,True
684011,SlushPool,True
684012,F2Pool,True
684013,Poolin,True
684014,ViaBTC,True
684015,Poolin,True
684016,BTC.com,False
684017,AntPool,True
684018,F2Pool,True
684019,AntPool,True
684020,F2Pool,True
684021,AntPool,True
684022,BTC.TOP,True
684023,F2Pool,True
684024,Binance Pool,True
684025,AntPool,True
684026,F2Pool,True
684027,Binance Pool,False
684028,ArkPool,False
684029,F2Pool,True
684030,ViaBTC,True
684031,SlushPool,True
684032,1THash,True
684033,F2Pool,True
684034,ViaBTC,True
684035,AntPool,True
684036,1THash,True
684037,AntPool,True
684038,AntPool,True
684039,Poolin,True
684040,ViaBTC,True
684041,AntPool,True
684042,1THash,True
684043,BTC.com,False
684044,SlushPool,True
684045,Poolin,True
684046,F2Pool,True
684047,AntPool,True
684048,Binance Pool,False
684049,Huobi Pool,True
684050,Poolin,True
684051,Poolin,True
684052,BTC.com,False
684053,BTC.com,False
684054,AntPool,True
684055,OKExPool,False
684056,SlushPool,True
684057,Foundry USA,True
684058,Foundry USA,True
684059,ViaBTC,True
684060,Huobi Pool,True
684061,ViaBTC,True
684062,Huobi Pool,True
684063,AntPool,True
684064,OKExPool,False
684065,Poolin,True
684066,BTC.com,False
684067,Binance Pool,False
684068,BTC.com,False
684069,AntPool,True
684070,Poolin,True
684071,Poolin,True
684072,SlushPool,True
684073,AntPool,True
684074,Huobi Pool,True
684075,Poolin,True
684076,Poolin,True
684077,ViaBTC,True
684078,ViaBTC,True
684079,AntPool,True
684080,AntPool,True
684081,Binance Pool,True
684082,BTC.com,False
684083,AntPool,True
684084,BTCPool (unidentified),False
684085,ViaBTC,True
684086,Poolin,True
684087,F2Pool,True
684088,BTC.TOP,True
684089,AntPool,True
684090,BTC.TOP,True
684091,Foundry USA,True
684092,Poolin,True
684093,F2Pool,True
684094,BTC.com,False
684095,AntPool,True
684096,AntPool,True
684097,TMSPool,True
684098,BTC.com,True
684099,AntPool,True
684100,BTC.com,False
684101,BTC.com,False
684102,F2Pool,True
684103,F2Pool,True
684104,AntPool,True
684105,Foundry USA,True
684106,Poolin,True
684107,EMCDPool,True
684108,AntPool,True
684109,AntPool,True
684110,Foundry USA,True
684111,Foundry USA,True
684112,ViaBTC,True
684113,ViaBTC,True
684114,Poolin,True
684115,F2Pool,True
684116,AntPool,True
684117,F2Pool,True
684118,SlushPool,True
684119,Huobi Pool,True
684120,BTCPool (unidentified),False
684121,OKExPool,False
684122,BTCPool (unidentified),False
684123,F2Pool,True
684124,Huobi Pool,True
684125,Foundry USA,True
684126,BTC.com,False
684127,1THash,True
684128,AntPool,True
684129,Poolin,True
684130,BTC.com,False
684131,Huobi Pool,True
684132,AntPool,True
684133,AntPool,True
684134,Binance Pool,True
684135,F2Pool,True
684136,Binance Pool,True
684137,BTC.com,False
684138,Rawpool,False
684139,SlushPool,True
684140,Poolin,True
684141,Poolin,True
684142,AntPool,True
684143,Poolin,True
684144,AntPool,True
684145,BTC.com,False
684146,Poolin,True
684147,BTC.TOP,True
684148,Binance Pool,True
684149,Foundry USA,True
684150,BTC.com,False
684151,SlushPool,True
684152,MARA Pool,False
684153,F2Pool,True
684154,Binance Pool,True
684155,Binance Pool,True
684156,Rawpool,False
684157,F2Pool,True
684158,Binance Pool,True
684159,F2Pool,True
684160,ViaBTC,True
684161,AntPool,True
684162,SlushPool,True
684163,Poolin,True
684164,AntPool,True
684165,BTC.com,True
684166,F2Pool,True
684167,Poolin,True
684168,Poolin,True
684169,Binance Pool,True
684170,BTC.com,True
684171,F2Pool,True
684172,Foundry USA,True
684173,F2Pool,True
684174,F2Pool,True
684175,BTC.TOP,True
684176,Poolin,True
684177,Foundry USA,True
684178,Poolin,True
684179,Poolin,True
684180,AntPool,True
684181,ViaBTC,True
684182,ViaBTC,True
684183,AntPool,True
684184,ViaBTC,True
684185,BTC.com,True
684186,F2Pool,True
684187,SBI Crypto,True
684188,AntPool,True
684189,ViaBTC,True
684190,Poolin,True
684191,BTCPool (unidentified),False
684192,F2Pool,True
684193,SlushPool,True
684194,BTC.TOP,True
684195,OKExPool,False
684196,Huobi Pool,True
684197,BTCPool (unidentified),False
684198,F2Pool,True
684199,Poolin,True
684200,AntPool,True
684201,Poolin,True
684202,Poolin,True
684203,BTC.com,False
684204,BTC.com,True
684205,F2Pool,True
684206,ViaBTC,True
684207,BTC.TOP,True
684208,ViaBTC,True
684209,ViaBTC,True
684210,1THash,True
684211,F2Pool,True
684212,ViaBTC,True
684213,BTC.com,False
684214,Binance Pool,True
684215,1THash,True
684216,Poolin,True
684217,MARA Pool,False
684218,F2Pool,True
684219,SBI Crypto,True
684220,AntPool,True
684221,Binance Pool,True
684222,BTC.com,False
684223,BTC.TOP,True
684224,BTC.com,True
684225,AntPool,True
684226,AntPool,True
684227,BTC.com,False
684228,ViaBTC,True
684229,Poolin,True
684230,WAYI.CN,True
684231,Huobi Pool,True
684232,Poolin,True
684233,ViaBTC,True
684234,F2Pool,True
684235,F2Pool,True
684236,BTC.com,False
684237,AntPool,True
684238,Binance Pool,True
684239,F2Pool,True
684240,Poolin,True
684241,Binance Pool,True
684242,BTC.TOP,True
684243,F2Pool,True
684244,ViaBTC,True
684245,ViaBTC,True
684246,F2Pool,True
684247,ViaBTC,True
684248,ViaBTC,True
684249,F2Pool,True
684250,AntPool,True
684251,BTC.com,False
684252,Binance Pool,True
684253,Huobi Pool,True
684254,SlushPool,True
684255,Poolin,True
684256,1THash,True
684257,OKKONG,False
684258,AntPool,True
684259,BTC.com,False
684260,AntPool,True
684261,BTC.com,True
684262,Foundry USA,True
684263,Poolin,True
684264,AntPool,True
684265,1THash,True
684266,Foundry USA,True
684267,Rawpool,False
684268,Poolin,True
684269,AntPool,True
684270,AntPool,True
684271,Poolin,True
684272,Poolin,True
684273,1THash,True
684274,BTC.TOP,True
684275,BTC.com,False
684276,ViaBTC,True
684277,AntPool,True
684278,F2Pool,True
684279,ViaBTC,True
684280,F2Pool,True
684281,ViaBTC,True
684282,Foundry USA,True
684283,SBI Crypto,True
684284,SlushPool,True
684285,Binance Pool,True
684286,Poolin,True
684287,Huobi Pool,True
684288,SBI Crypto,True
684289,BTC.com,False
684290,EMCDPool,True
684291,AntPool,True
684292,Binance Pool,True
684293,F2Pool,True
684294,Poolin,True
684295,Binance Pool,True
684296,ViaBTC,True
684297,Huobi Pool,True
684298,Huobi Pool,True
684299,Poolin,True
684300,ViaBTC,True
684301,Huobi Pool,True
684302,AntPool,True
684303,AntPool,True
684304,Poolin,True
684305,AntPool,True
684306,Poolin,True
684307,F2Pool,True
684308,MARA Pool,False
684309,F2Pool,True
684310,Poolin,True
684311,Binance Pool,True
684312,BTC.com,False
684313,BTC.TOP,True
684314,BTCPool (unidentified),False
684315,Rawpool,False
684316,Foundry USA,True
684317,BTC.com,False
684318,BTC.TOP,True
684319,ViaBTC,True
684320,Poolin,True
684321,F2Pool,True
684322,F2Pool,True
684323,F2Pool,True
684324,Poolin,True
684325,1THash,True
684326,Binance Pool,True
684327,Rawpool,False
684328,Binance Pool,True
684329,MARA Pool,False
684330,ArkPool,False
684331,1THash,True
684332,BTC.com,False
684333,Rawpool,False
684334,F2Pool,True
684335,Poolin,True
684336,Poolin,True
684337,SBI Crypto,True
684338,1THash,True
684339,F2Pool,True
684340,ViaBTC,True
684341,ViaBTC,True
684342,F2Pool,True
684343,OKExPool,True
684344,Binance Pool,True
684345,Poolin,True
684346,Poolin,True
684347,Poolin,True
684348,F2Pool,True
684349,Huobi Pool,True
684350,Rawpool,False
684351,F2Pool,True
684352,ViaBTC,True
684353,Poolin,True
684354,F2Pool,True
684355,Huobi Pool,True
684356,BTC.com,True
684357,Poolin,True
684358,SBI Crypto,True
684359,Poolin,True
684360,Poolin,True
684361,Poolin,True
684362,1THash,True
684363,Poolin,True
684364,Poolin,True
684365,Binance Pool,True
684366,BTC.TOP,True
684367,BTC.com,False
684368,ViaBTC,True
684369,F2Pool,True
684370,Poolin,True
684371,Rawpool,False
684372,Binance Pool,True
684373,ViaBTC,True
684374,SBI Crypto,True
684375,ViaBTC,True
684376,F2Pool,True
684377,ViaBTC,True
684378,Binance Pool,True
684379,AntPool,True
684380,AntPool,True
684381,F2Pool,True
684382,BTC.TOP,True
684383,BTC.com,False
684384,Rawpool,False
684385,AntPool,True
684386,Foundry USA,True
684387,AntPool,True
684388,BTC.com,False
684389,ViaBTC,True
684390,AntPool,True
684391,Poolin,True
684392,BTC.com,False
684393,ViaBTC,True
684394,AntPool,True
684395,F2Pool,True
684396,Poolin,True
684397,Poolin,True
684398,F2Pool,True
684399,F2Pool,True
684400,Binance Pool,True
684401,ViaBTC,True
684402,AntPool,True
684403,AntPool,True
684404,OKExPool,True
684405,F2Pool,True
684406,ViaBTC,True
684407,AntPool,True
684408,F2Pool,True
684409,SlushPool,True
684410,F2Pool,True
684411,Binance Pool,True
684412,SlushPool,True
684413,SlushPool,True
684414,SlushPool,True
684415,ViaBTC,True
684416,SlushPool,True
684417,AntPool,True
684418,AntPool,True
684419,AntPool,True
684420,BTC.com,True
684421,ViaBTC,True
684422,Poolin,True
684423,ArkPool,False
684424,ViaBTC,True
684425,SlushPool,True
684426,BTC.com,False
684427,BTC.com,False
684428,F2Pool,True
684429,BTC.com,True
684430,BTC.com,False
684431,Rawpool,False
684432,Foundry USA,True
684433,1THash,True
684434,SlushPool,True
684435,F2Pool,True
684436,ViaBTC,True
684437,F2Pool,True
684438,Binance Pool,True
684439,SlushPool,True
684440,BTC.com,False
684441,AntPool,True
684442,ViaBTC,True
684443,BTC.TOP,True
684444,F2Pool,True
684445,Binance Pool,True
684446,Binance Pool,True
684447,Binance Pool,True
684448,ViaBTC,True
684449,AntPool,True
684450,Binance Pool,True
684451,F2Pool,True
684452,F2Pool,True
684453,1THash,True
684454,Poolin,True
684455,SlushPool,True
684456,AntPool,True
684457,BTC.com,False
684458,Binance Pool,True
684459,1THash,True
684460,Poolin,True
684461,AntPool,True
684462,Poolin,True
684463,Poolin,True
684464,Poolin,True
684465,AntPool,True
684466,ViaBTC,True
684467,BTC.com,False
684468,SlushPool,True
684469,BTC.com,True
684470,BTC.com,False
684471,SlushPool,True
684472,WAYI.CN,True
684473,EMCDPool,True
684474,SBI Crypto,True
684475,AntPool,True
684476,Foundry USA,True
684477,F2Pool,True
684478,Binance Pool,True
684479,Binance Pool,True
684480,Poolin,True
684481,Poolin,True
684482,F2Pool,True
684483,Poolin,True
684484,F2Pool,True
684485,1THash,True
684486,ViaBTC,True
684487,AntPool,True
684488,F2Pool,True
684489,F2Pool,True
684490,Huobi Pool,True
684491,ViaBTC,True
684492,Poolin,True
684493,F2Pool,True
684494,AntPool,True
684495,Huobi Pool,True
684496,Binance Pool,True
684497,F2Pool,True
684498,F2Pool,True
684499,Binance Pool,True
684500,Poolin,True
684501,F2Pool,True
684502,F2Pool,True
684503,ViaBTC,True
684504,ViaBTC,True
684505,EMCDPool,True
684506,BTCPool (unidentified),False
684507,Binance Pool,True
684508,F2Pool,True
684509,MARA Pool,False
684510,Poolin,True
684511,OKKONG,False
684512,BTC.com,True
684513,AntPool,True
684514,Foundry USA,True
684515,Poolin,True
684516,SlushPool,True
684517,Poolin,True
684518,ViaBTC,True
684519,BTC.TOP,True
684520,BTCPool (unidentified),False
684521,ViaBTC,True
684522,BTC.com,True
684523,AntPool,True
684524,Poolin,True
684525,F2Pool,True
684526,F2Pool,True
684527,Binance Pool,True
684528,ViaBTC,True
684529,AntPool,True
684530,Poolin,True
684531,ViaBTC,True
684532,BTC.com,False
684533,BTC.com,False
684534,AntPool,True
684535,Poolin,True
684536,F2Pool,True
684537,OKExPool,True
684538,AntPool,True
684539,SlushPool,True
684540,SlushPool,True
684541,ViaBTC,True
684542,AntPool,True
684543,OKExPool,True
684544,ViaBTC,True
684545,BTC.com,False
684546,F2Pool,True
684547,Binance Pool,True
684548,Poolin,True
684549,Binance Pool,True
684550,MARA Pool,False
684551,AntPool,True
684552,TMSPool,True
684553,F2Pool,True
684554,Poolin,True
684555,ViaBTC,True
684556,F2Pool,True
684557,F2Pool,True
684558,Poolin,True
684559,Poolin,True
684560,Poolin,True
684561,F2Pool,True
684562,SpiderPool,False
684563,Foundry USA,True
684564,Poolin,True
684565,Binance Pool,True
684566,F2Pool,True
684567,Poolin,True
684568,AntPool,True
684569,AntPool,True
684570,Foundry USA,True
684571,Poolin,True
684572,BTC.com,True
684573,ViaBTC,True
684574,1THash,True
684575,F2Pool,True
684576,Poolin,True
684577,Poolin,True
684578,Poolin,True
684579,TMSPool,True
684580,Huobi Pool,True
684581,Binance Pool,True
684582,ViaBTC,True
684583,F2Pool,True
684584,1THash,True
684585,Huobi Pool,True
684586,Huobi Pool,True
684587,Binance Pool,True
684588,F2Pool,True
684589,Foundry USA,True
684590,BTC.com,False
684591,F2Pool,True
684592,BTC.com,True
684593,BTC.com,False
684594,F2Pool,True
684595,Huobi Pool,True
684596,AntPool,True
684597,Sigmapool.com,False
684598,BTC.TOP,True
684599,Poolin,True
684600,Rawpool,False
684601,Binance Pool,True
684602,AntPool,True
684603,BTC.com,True
684604,OKKONG,False
684605,Foundry USA,True
684606,ViaBTC,True
684607,F2Pool,True
684608,SlushPool,True
684609,Rawpool,False
684610,BTC.com,True
684611,BTC.com,True
684612,F2Pool,True
684613,F2Pool,True
684614,ViaBTC,True
684615,ViaBTC,True
684616,1THash,True
684617,AntPool,True
684618,AntPool,True
684619,BTCPool (unidentified),False
684620,AntPool,True
684621,MARA Pool,False
684622,AntPool,True
684623,F2Pool,True
684624,F2Pool,True
684625,OKExPool,True
684626,BTC.com,False
684627,F2Pool,True
684628,Huobi Pool,True
684629,Poolin,True
684630,BTC.com,False
684631,AntPool,True
684632,AntPool,True
684633,AntPool,True
684634,1THash,True
684635,Poolin,True
684636,Poolin,True
684637,Poolin,True
684638,Binance Pool,True
684639,Poolin,True
684640,SpiderPool,False
684641,Poolin,True
684642,Huobi Pool,True
684643,AntPool,True
684644,AntPool,True
684645,F2Pool,True
684646,Binance Pool,True
684647,BTC.com,False
684648,Poolin,True
684649,Foundry USA,True
684650,F2Pool,True
684651,BTC.com,False
684652,AntPool,True
684653,Binance Pool,True
684654,BTC.TOP,True
684655,F2Pool,True
684656,1THash,True
684657,Poolin,True
684658,F2Pool,True
684659,AntPool,True
684660,AntPool,True
684661,Huobi Pool,True
684662,ArkPool,False
684663,BTC.com,False
684664,F2Pool,True
684665,Huobi Pool,True
684666,AntPool,True
684667,Poolin,True
684668,F2Pool,True
684669,Foundry USA,True
684670,ViaBTC,True
684671,Poolin,True
684672,F2Pool,True
684673,BTC.com,False
684674,Poolin,True
684675,ViaBTC,True
684676,AntPool,True
684677,BTC.com,True
684678,ViaBTC,True
684679,ViaBTC,True
684680,Foundry USA,True
684681,OKExPool,True
684682,F2Pool,True
684683,F2Pool,True
684684,AntPool,True
684685,Poolin,True
684686,AntPool,True
684687,ViaBTC,True
684688,1THash,True
684689,AntPool,True
684690,1THash,True
684691,SlushPool,True
684692,AntPool,True
684693,AntPool,True
684694,BTC.com,True
684695,AntPool,True
684696,EMCDPool,True
684697,Poolin,True
684698,Poolin,True
684699,Huobi Pool,True
684700,Poolin,True
684701,BTC.com,False
684702,OKKONG,False
684703,Huobi Pool,True
684704,BTC.com,False
684705,Huobi Pool,True
684706,Binance Pool,True
684707,Huobi Pool,True
684708,AntPool,True
684709,TMSPool,True
684710,Poolin,True
684711,BTC.com,False
684712,ViaBTC,True
684713,Poolin,True
684714,F2Pool,True
684715,Poolin,True
684716,Rawpool,False
684717,Foundry USA,True
684718,F2Pool,True
684719,ViaBTC,True
684720,F2Pool,True
684721,AntPool,True
684722,ViaBTC,True
684723,ViaBTC,True
684724,Foundry USA,True
684725,OKKONG,False
684726,F2Pool,True
684727,Poolin,True
684728,Poolin,True
684729,AntPool,True
684730,AntPool,True
684731,BTC.TOP,True
684732,Binance Pool,True
684733,F2Pool,True
684734,F2Pool,True
684735,BTC.com,True
684736,Huobi Pool,True
684737,Poolin,True
684738,F2Pool,True
684739,Poolin,True
684740,Poolin,True
684741,Foundry USA,True
684742,ViaBTC,True
684743,Poolin,True
684744,Binance Pool,True
684745,F2Pool,True
684746,Binance Pool,True
684747,AntPool,True
684748,F2Pool,True
684749,Huobi Pool,True
684750,Foundry USA,True
684751,Binance Pool,True
684752,Poolin,True
684753,F2Pool,True
684754,Binance Pool,True
684755,AntPool,True
684756,F2Pool,True
684757,Poolin,True
684758,Binance Pool,True
684759,Poolin,True
684760,Binance Pool,True
684761,1THash,True
684762,BTC.TOP,True
684763,AntPool,True
684764,Poolin,True
684765,AntPool,True
684766,1THash,True
684767,ViaBTC,True
684768,SBI Crypto,True
684769,Poolin,True
684770,BTC.com,False
684771,AntPool,True
684772,Poolin,True
684773,BTC.com,False
684774,F2Pool,True
684775,ViaBTC,True
684776,ViaBTC,True
684777,1THash,True
684778,Poolin,True
684779,Binance Pool,True
684780,Poolin,True
684781,SBI Crypto,True
684782,AntPool,True
684783,AntPool,True
684784,F2Pool,True
684785,Poolin,True
684786,ViaBTC,True
684787,F2Pool,True
684788,Poolin,True
684789,Foundry USA,True
684790,F2Pool,True
684791,AntPool,True
684792,Poolin,True
684793,AntPool,True
684794,Poolin,True
684795,F2Pool,True
684796,OKExPool,True
684797,Binance Pool,True
684798,AntPool,True
684799,F2Pool,True
684800,F2Pool,True
684801,AntPool,True
684802,F2Pool,True
684803,AntPool,True
684804,Binance Pool,True
684805,AntPool,True
684806,AntPool,True
684807,ViaBTC,True
684808,Huobi Pool,True
684809,Poolin,True
684810,AntPool,True
684811,ArkPool,False
684812,Foundry USA,True
684813,BTC.TOP,True
684814,AntPool,True
684815,SlushPool,True
684816,F2Pool,True
684817,AntPool,True
684818,Foundry USA,True
684819,OKExPool,True
684820,EMCDPool,True
684821,Foundry USA,True
684822,BTC.com,True
684823,F2Pool,True
684824,AntPool,True
684825,BTC.com,True
684826,F2Pool,True
684827,SlushPool,True
684828,ViaBTC,True
684829,BTC.com,True
684830,1THash,True
684831,Poolin,True
684832,F2Pool,True
684833,ViaBTC,True
684834,Huobi Pool,True
684835,AntPool,True
684836,BTC.TOP,True
684837,BTC.com,True
684838,Poolin,True
684839,F2Pool,True
684840,BTC.com,True
684841,Huobi Pool,True
684842,MARA Pool,False
684843,F2Pool,True
684844,AntPool,True
684845,BTC.com,True
684846,F2Pool,True
684847,AntPool,True
684848,Poolin,True
684849,ViaBTC,True
684850,Poolin,True
684851,AntPool,True
684852,MARA Pool,False
684853,Foundry USA,True
684854,Poolin,True
684855,AntPool,True
684856,Poolin,True
684857,Binance Pool,True
684858,AntPool,True
684859,Foundry USA,True
684860,Poolin,True
684861,OKExPool,True
684862,F2Pool,True
684863,AntPool,True
684864,ViaBTC,True
684865,Rawpool,True
684866,Binance Pool,True
684867,Binance Pool,True
684868,ViaBTC,True
684869,Foundry USA,True
684870,1THash,True
684871,F2Pool,True
684872,Binance Pool,True
684873,BTC.com,True
684874,Poolin,True
684875,Binance Pool,True
684876,Binance Pool,True
684877,AntPool,True
684878,Poolin,True
684879,Poolin,True
684880,ArkPool,False
684881,Binance Pool,True
684882,AntPool,True
684883,Binance Pool,True
684884,F2Pool,True
684885,F2Pool,True
684886,AntPool,True
684887,Sigmapool.com,True
684888,SBI Crypto,True
684889,Binance Pool,True
684890,AntPool,True
684891,ViaBTC,True
684892,Binance Pool,True
684893,Binance Pool,True
684894,Poolin,True
684895,1THash,True
684896,BTC.com,True
684897,BTC.TOP,True
684898,Poolin,True
684899,F2Pool,True
684900,F2Pool,True
684901,WAYI.CN,True
684902,1THash,True
684903,BTC.com,True
684904,F2Pool,True
684905,BTC.com,True
684906,ArkPool,False
684907,F2Pool,True
684908,F2Pool,True
684909,AntPool,True
684910,F2Pool,True
684911,F2Pool,True
684912,BTC.TOP,True
684913,Poolin,True
684914,F2Pool,True
684915,Poolin,True
684916,ViaBTC,True
684917,Rawpool,True
684918,AntPool,True
684919,BTC.com,True
684920,BTCPool (unidentified),False
684921,ViaBTC,True
684922,Poolin,True
684923,Poolin,True
684924,BTC.TOP,True
684925,BTC.com,True
684926,F2Pool,True
684927,Poolin,True
684928,BTC.com,True
684929,BTC.com,True
684930,1THash,True
684931,AntPool,True
684932,ViaBTC,True
684933,BTCPool (unidentified),False
684934,F2Pool,True
684935,SlushPool,True
684936,F2Pool,True
684937,F2Pool,True
684938,SpiderPool,True
684939,BTC.TOP,True
684940,ViaBTC,True
684941,Binance Pool,True
684942,F2Pool,True
684943,F2Pool,True
684944,AntPool,True
684945,BTC.com,True
684946,ViaBTC,True
684947,Binance Pool,True
684948,AntPool,True
684949,SBI Crypto,True
684950,AntPool,True
684951,F2Pool,True
684952,OKExPool,True
684953,F2Pool,True
684954,ViaBTC,True
684955,ViaBTC,True
684956,ViaBTC,True
684957,BTC.com,True
684958,Binance Pool,True
684959,AntPool,True
684960,Poolin,True
684961,BTC.com,True
684962,SlushPool,True
684963,AntPool,True
684964,F2Pool,True
684965,F2Pool,True
684966,F2Pool,True
684967,AntPool,True
684968,ViaBTC,True
684969,Poolin,True
684970,Binance Pool,True
684971,Poolin,True
684972,Binance Pool,True
684973,Huobi Pool,True
684974,F2Pool,True
684975,AntPool,True
684976,1THash,True
684977,Binance Pool,True
684978,F2Pool,True
684979,BTC.com,True
684980,Foundry USA,True
684981,F2Pool,True
684982,ViaBTC,True
684983,AntPool,True
684984,Poolin,True
684985,AntPool,True
684986,F2Pool,True
684987,Poolin,True
684988,F2Pool,True
684989,ViaBTC,True
684990,Poolin,True
684991,F2Pool,True
684992,F2Pool,True
684993,Huobi Pool,True
684994,F2Pool,True
684995,Binance Pool,True
684996,Binance Pool,True
684997,BTC.com,True
684998,BTC.com,True
684999,AntPool,True
685000,BTC.com,True
685001,Poolin,True
685002,Poolin,True
685003,Poolin,True
685004,F2Pool,True
685005,AntPool,True
685006,F2Pool,True
685007,F2Pool,True
685008,F2Pool,True
685009,BTC.com,False
685010,1THash,True
685011,ViaBTC,True
685012,Huobi Pool,True
685013,Binance Pool,True
685014,Poolin,True
685015,ViaBTC,True
685016,Foundry USA,True
685017,F2Pool,True
685018,ViaBTC,True
685019,1THash,True
685020,AntPool,True
685021,F2Pool,True
685022,AntPool,True
685023,SlushPool,True
685024,OKKONG,False
685025,Foundry USA,True
685026,F2Pool,True
685027,ViaBTC,True
685028,Poolin,True
685029,AntPool,True
685030,1THash,True
685031,MARA Pool,False
685032,Poolin,True
685033,ViaBTC,True
685034,Poolin,True
685035,Poolin,True
685036,F2Pool,True
685037,Binance Pool,True
685038,F2Pool,True
685039,1THash,True
685040,AntPool,True
685041,BTC.com,True
685042,F2Pool,True
685043,AntPool,True
685044,F2Pool,True
685045,F2Pool,True
685046,SlushPool,True
685047,Binance Pool,True
685048,Poolin,True
685049,1THash,True
685050,F2Pool,True
685051,ViaBTC,True
685052,ArkPool,False
685053,AntPool,True
685054,AntPool,True
685055,F2Pool,True
685056,1THash,True
685057,F2Pool,True
685058,AntPool,True
685059,Binance Pool,True
685060,F2Pool,True
685061,BTC.com,True
685062,AntPool,True
685063,Binance Pool,True
685064,AntPool,True
685065,Binance Pool,True
685066,F2Pool,True
685067,1THash,True
685068,Poolin,True
685069,Binance Pool,True
685070,BTC.com,True
685071,F2Pool,True
685072,Poolin,True
685073,1THash,True
685074,Poolin,True
685075,BTC.com,True
685076,F2Pool,True
685077,ViaBTC,True
685078,BTC.com,True
685079,Foundry USA,True
685080,ViaBTC,True
685081,F2Pool,True
685082,BTC.TOP,True
685083,BTC.com,True
685084,SlushPool,True
685085,AntPool,True
685086,AntPool,True
685087,ViaBTC,True
685088,ViaBTC,True
685089,Poolin,True
685090,F2Pool,True
685091,ViaBTC,True
685092,SBI Crypto,True
685093,F2Pool,True
685094,Poolin,True
685095,OKExPool,True
685096,ViaBTC,True
685097,F2Pool,True
685098,AntPool,True
685099,ViaBTC,True
685100,Foundry USA,True
685101,F2Pool,True
685102,Poolin,True
685103,1THash,True
685104,BTC.com,True
685105,BTC.com,True
685106,AntPool,True
685107,AntPool,True
685108,BTC.com,True
685109,Poolin,True
685110,SlushPool,True
685111,F2Pool,True
685112,Poolin,True
685113,BTC.com,True
685114,BTC.com,True
685115,F2Pool,True
685116,ViaBTC,True
685117,BTC.TOP,True
685118,F2Pool,True
685119,AntPool,True
685120,Foundry USA,True
685121,ViaBTC,True
685122,Poolin,True
685123,Binance Pool,True
685124,F2Pool,True
685125,AntPool,True
685126,Foundry USA,True
685127,Rawpool,True
685128,Binance Pool,True
685129,Binance Pool,True
685130,AntPool,True
685131,SlushPool,True
685132,BTC.com,True
685133,AntPool,True
685134,Foundry USA,True
685135,BTC.com,True
685136,Poolin,True
685137,F2Pool,True
685138,unknown,False
685139,F2Pool,True
685140,ArkPool,False
685141,Binance Pool,True
685142,BTC.TOP,True
685143,Poolin,True
685144,AntPool,True
685145,AntPool,True
685146,BTC.TOP,True
685147,Poolin,True
685148,BTC.com,True
685149,F2Pool,True
685150,Huobi Pool,True
685151,Poolin,True
685152,F2Pool,True
685153,1THash,True
685154,AntPool,True
685155,Poolin,True
685156,ViaBTC,True
685157,Binance Pool,True
685158,Poolin,True
685159,Poolin,True
685160,BTC.TOP,True
685161,ViaBTC,True
685162,ViaBTC,True
685163,BTC.com,True
685164,AntPool,True
685165,F2Pool,True
685166,Poolin,True
685167,Binance Pool,True
685168,Huobi Pool,True
685169,AntPool,True
685170,F2Pool,True
685171,Binance Pool,True
685172,SlushPool,True
685173,Foundry USA,True
685174,ViaBTC,True
685175,BTC.com,True
685176,SlushPool,True
685177,BTC.com,True
685178,Poolin,True
685179,Poolin,True
685180,ViaBTC,True
685181,Huobi Pool,True
685182,Huobi Pool,True
685183,BTC.com,True
685184,Poolin,True
685185,Binance Pool,True
685186,ViaBTC,True
685187,F2Pool,True
685188,BTC.com,True
685189,1THash,True
685190,Poolin,True
685191,1THash,True
685192,F2Pool,True
685193,EMCDPool,True
685194,Poolin,True
685195,F2Pool,True
685196,AntPool,True
685197,Huobi Pool,True
685198,F2Pool,True
685199,ViaBTC,True
685200,SlushPool,True
685201,F2Pool,True
